Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Percentage Change,Hash Rate
BTC,2017-10-27,5737.1025,5923.7063,5926.64,5691.7575,-0.0315,12999790.29
BTC,2017-10-28,5741.7225,5737.1025,5806.9225,5667.3488,0.0008,7510989.944
BTC,2017-10-29,6151.325,5741.7225,6306.5775,5733.8563,0.0713,6138789.858
BTC,2017-10-30,6130.5638,6151.325,6218.4888,6026.6888,-0.0034,11122042.8
BTC,2017-10-31,6424.515,6130.5638,6458.2663,6089.4738,0.0479,10616495.4
BTC,2017-11-01,6879.365,6424.515,6922.9,6357.91,0.0708,9966505.887
BTC,2017-11-02,7199.2375,6879.365,7355.35,6798.3975,0.0465,7872095.229
BTC,2017-11-03,7210.4688,7199.2375,7454.0388,6994.8775,0.0016,10833158.57
BTC,2017-11-04,7376.7425,7210.4688,7503.7188,7100.5113,0.0231,8594305.801
BTC,2017-11-05,7231.93,7376.7425,7601.535,7202.4713,-0.0196,9388737.429
BTC,2017-11-06,7123.8938,7231.93,7423.0588,6932.4288,-0.0149,10183169.06
BTC,2017-11-07,7356.5063,7123.8938,7377.9625,6978.5875,0.0327,9605400.601
BTC,2017-11-08,7342.8238,7356.5063,7879.06,7095.4238,-0.0019,11266484.92
BTC,2017-11-09,7250.77,7342.8238,7439.385,7058.3513,-0.0125,10399832.23
BTC,2017-11-10,6773.695,7250.77,7305.295,6422.975,-0.0658,11049821.74
BTC,2017-11-11,6075.3013,6773.695,6806.0438,6062.0863,-0.1031,8139094.745
BTC,2017-11-12,5969.13,6075.3013,6466.46,5507.29,-0.0175,5426063.163
BTC,2017-11-13,6666.2713,5969.13,6770.37,5949.5025,0.1168,5426063.163
BTC,2017-11-14,6867.4263,6666.2713,6910.2475,6442.4,0.0302,9495610.536
BTC,2017-11-15,7259.3,6867.4263,7336.8013,6798.9325,0.0571,8681701.061
BTC,2017-11-16,7924.1825,7259.3,7998.3963,7172.755,0.0916,10309520.01
BTC,2017-11-17,7598.2775,7924.1825,7984.6838,7460.1113,-0.0411,10309520.01
BTC,2017-11-18,7787.4563,7598.2775,7848.9413,7546.3338,0.0249,11326906.85
BTC,2017-11-19,7954.7675,7787.4563,8101.91,7678.375,0.0215,9224307.378
BTC,2017-11-20,7879.06,7954.7675,8286.1738,7818.5025,-0.0095,10852126.33
BTC,2017-11-21,8150.6325,7879.06,8362.3025,7828.535,0.0345,11869513.17
BTC,2017-11-22,8208.7538,8150.6325,8294.495,8095.0813,0.0071,11733861.59
BTC,2017-11-23,8094.445,8208.7538,8264.3875,7892.68,-0.0139,8342572.114
BTC,2017-11-24,8190.8713,8094.445,8333.1738,8025.1963,0.0119,10648648.96
BTC,2017-11-25,8851.305,8190.8713,8909.31,8190.8713,0.0806,9977010.841
BTC,2017-11-26,9573.9675,8851.305,9682.1013,8834.3875,0.0816,10445729.47
BTC,2017-11-27,9713.0963,9573.9675,9743.1238,9382.1313,0.0145,10244850.06
BTC,2017-11-28,10295.6225,9713.0963,10358.3063,9690.3338,0.06,11383166.73
BTC,2017-11-29,10542.6625,10295.6225,11377.3338,9290.2963,0.024,10445729.47
BTC,2017-11-30,9706.1038,10542.6625,10681.8513,9021.8487,-0.0793,11584046.14
BTC,2017-12-01,10923.2013,9706.1038,11082.27,9421.4562,0.1254,11182287.32
BTC,2017-12-02,10973.5438,10923.2013,11156.145,10705.13,0.0046,12253644.19
BTC,2017-12-03,11382.2088,10973.5438,11831.5125,10495.5625,0.0372,10780528.49
BTC,2017-12-04,11597.2313,11382.2088,11662.8438,10875.7138,0.0189,11784925.56
BTC,2017-12-05,12230.365,11597.2313,12273.54,11473.5088,0.0546,12119724.58
BTC,2017-12-06,13734.52,12230.365,14097.04,12152.1075,0.123,11918845.17
BTC,2017-12-07,16403.4213,13734.52,17153.9413,13731.82,0.1943,14867776.06
BTC,2017-12-08,15732.1,16403.4213,16590.2138,13963.5288,-0.0409,11941671.2
BTC,2017-12-09,13152.5288,15732.1,15859.4238,13152.5288,-0.164,12337090.77
BTC,2017-12-10,16299.2975,13152.5288,16587.8425,13152.5288,0.2393,13760601.25
BTC,2017-12-11,16374.8975,16299.2975,17382.6387,16031.4475,0.0046,12969762.09
BTC,2017-12-12,16678.2875,16374.8975,17615.4725,16259.2775,0.0185,13523349.5
BTC,2017-12-13,16246.1388,16678.2875,17335.7313,15799.8675,-0.0259,12337090.77
BTC,2017-12-14,17221.6513,16246.1388,17583.2,16152.0138,0.06,14709608.23
BTC,2017-12-15,17436.5975,17221.6513,17872.555,16999.7038,0.0125,14630524.31
BTC,2017-12-16,19166.9787,17436.5975,19521.7825,17436.5975,0.0992,13365181.67
BTC,2017-12-17,18640.2625,19166.9787,19783.2063,18094.1937,-0.0275,13523349.5
BTC,2017-12-18,18984.7675,18640.2625,19227.0825,18329.145,0.0185,14630524.31
BTC,2017-12-19,16862.5713,18984.7675,18984.7675,15577.7425,-0.1118,16946489.24
BTC,2017-12-20,16925.0175,16862.5713,17822.5663,15683.8613,0.0037,13035760.95
BTC,2017-12-21,14182.465,16925.0175,17301.2113,13077.9367,-0.162,12663310.64
BTC,2017-12-22,14694.5825,14182.465,14976.2563,10834.9438,0.0361,12290860.32
BTC,2017-12-23,14103.2188,14694.5825,15704.3463,13483.4575,-0.0402,14432449.62
BTC,2017-12-24,13387.3488,14103.2188,14489.4838,12508.425,-0.0508,12942648.37
BTC,2017-12-25,14652.3675,13387.3488,14670.675,13196.8263,0.0945,14153111.89
BTC,2017-12-26,15846.0738,14652.3675,16079.3238,14553.8738,0.0815,12570198.06
BTC,2017-12-27,14362.4038,15846.0738,16476.18,13935.615,-0.0936,13221986.11
BTC,2017-12-28,14867.5725,14362.4038,14997.8338,13498.7788,0.0352,14525562.2
BTC,2017-12-29,13643.695,14867.5725,15076.0625,13406.6713,-0.0823,13873774.15
BTC,2017-12-30,13062.145,13643.695,13826.0413,12182.5238,-0.0426,15363575.41
BTC,2017-12-31,13439.4175,13062.145,14213.4413,12587.6038,0.0289,13687549
BTC,2018-01-01,13337.6213,13439.4175,13892.2425,12859.8025,-0.0076,15177350.25
BTC,2018-01-02,14881.545,13337.6213,15216.7563,12955.965,0.1158,14975580.96
BTC,2018-01-03,15104.45,14881.545,15394.9863,14588.595,0.015,16415540.67
BTC,2018-01-04,14953.8525,15104.45,15194.4063,14225.1663,-0.01,15071578.27
BTC,2018-01-05,16576.6963,14953.8525,17118.3563,14816.5088,0.1085,16127548.73
BTC,2018-01-06,16735.1063,16576.6963,17211.9238,16254.9488,0.0096,13727615.88
BTC,2018-01-07,15632.4113,16735.1063,16861.2088,15546.415,-0.0659,16127548.73
BTC,2018-01-08,15242.9363,15632.4113,15944.5225,13957.9125,-0.0249,15551564.84
BTC,2018-01-09,14122.825,15242.9363,15360.1325,13968.2438,-0.0735,15935554.1
BTC,2018-01-10,13269.5975,14122.825,14942.6113,13161.5775,-0.0604,15743559.47
BTC,2018-01-11,13633.3638,13269.5975,14198.5325,12845.7125,0.0274,15935554.1
BTC,2018-01-12,14165.9063,13633.3638,14262.0075,13363.81,0.0391,18527481.57
BTC,2018-01-13,14217.3625,14165.9063,14536.54,14013.9475,0.0036,17087521.86
BTC,2018-01-14,13519.9263,14217.3625,14245.52,13051.5938,-0.0491,16501289.11
BTC,2018-01-15,12915.1163,13519.9263,14307.5338,12762.9975,-0.0447,17165770.55
BTC,2018-01-16,10870.1688,12915.1163,13211.2463,10063.1175,-0.1583,16612036.02
BTC,2018-01-17,11340.65,10870.1688,11764.1363,9199.5925,0.0433,17608758.18
BTC,2018-01-18,11137.3688,11340.65,12045.095,10663.945,-0.0179,18494733.44
BTC,2018-01-19,11742.9413,11137.3688,11955.4425,11022.0288,0.0544,19159214.88
BTC,2018-01-20,12486.0663,11742.9413,13007.2513,11596.715,0.0633,18273239.62
BTC,2018-01-21,11508.62,12486.0663,12486.0663,11096.0525,-0.0783,19712949.41
BTC,2018-01-22,10872.9025,11508.62,11868.715,10050.7925,-0.0552,20709671.57
BTC,2018-01-23,10830.9275,10872.9025,11358.3363,9972.2875,-0.0039,18494733.44
BTC,2018-01-24,11629.375,10830.9275,11710.9975,10497.1538,0.0737,19602202.5
BTC,2018-01-25,11524.345,11629.375,11629.375,10889.045,-0.009,19491455.6
BTC,2018-01-26,11005.615,11524.345,11540.4075,10321.0413,-0.045,20445148.56
BTC,2018-01-27,11452.23,11005.615,11574.3613,10855.46,0.0406,20056949.54
BTC,2018-01-28,11412.7938,11452.23,11942.255,11303.365,-0.0034,20315748.89
BTC,2018-01-29,10917.1513,11412.7938,11480.5638,10805.8163,-0.0434,20445148.56
BTC,2018-01-30,9914.4725,10917.1513,11063.8,9627.8888,-0.0918,19151151.82
BTC,2018-01-31,9970.3088,9914.4725,10334.4188,9688.28,0.0056,21609745.63
BTC,2018-02-01,8715.595,9970.3088,10169.8225,8563.9275,-0.1258,15139761.91
BTC,2018-02-02,8285.5012,8715.595,9095.8,7695.1038,-0.0493,20703947.91
BTC,2018-02-03,9192.045,8285.5012,9471.4562,8192.63,0.1094,21739145.31
BTC,2018-02-04,8136.39,9192.045,9363.4112,7859.5125,-0.1148,20445148.56
BTC,2018-02-05,6332.37,8136.39,8346.9063,6197.98,-0.2217,23033142.05
BTC,2018-02-06,7270.5075,6332.37,7957.3425,5947.3963,0.1481,23938939.78
BTC,2018-02-07,7987.2813,7270.5075,8582.9263,7207.9713,0.0986,24293141.32
BTC,2018-02-08,8086.7725,7987.2813,8621.275,7808.22,0.0125,20149017.21
BTC,2018-02-09,8930.1388,8086.7725,9005.0338,7754.67,0.1043,18720008.9
BTC,2018-02-10,8045.44,8930.1388,9070.6388,8030.6725,-0.0991,19291612.22
BTC,2018-02-11,8478.925,8045.44,8566.1588,7845.1263,0.0539,20434818.87
BTC,2018-02-12,8766.8525,8478.925,8977.0775,8362.8413,0.034,21578025.52
BTC,2018-02-13,8693.2525,8766.8525,8772.88,8370.4838,-0.0084,23721537.99
BTC,2018-02-14,9659.2875,8693.2525,9722.5475,8693.2525,0.1111,23435736.33
BTC,2018-02-15,10110.8388,9659.2875,10293.44,9496.0187,0.0467,25579248.8
BTC,2018-02-16,10474.7713,10110.8388,10496.205,9718.5938,0.036,18720008.9
BTC,2018-02-17,10855.9375,10474.7713,11279.1788,10472.7163,0.0364,22435430.51
BTC,2018-02-18,10537.0063,10855.9375,10963.6863,10156.3813,-0.0294,21292223.86
BTC,2018-02-19,11416.0388,10537.0063,11497.405,10405.9763,0.0834,23149934.67
BTC,2018-02-20,10928.02,11416.0388,11767.5775,10871.5313,-0.0427,23149934.67
BTC,2018-02-21,10727.9525,10928.02,11180.5613,10244.3213,-0.0183,21079198.67
BTC,2018-02-22,9809.7213,10727.9525,10913.6488,9592.96,-0.0856,25265138.83
BTC,2018-02-23,10412.3688,9809.7213,10454.48,9705.1625,0.0614,22275181.57
BTC,2018-02-24,9585.285,10412.3688,10509.625,9381.1713,-0.0794,22125683.71
BTC,2018-02-25,9627.7163,9585.285,9858.1575,9304.6825,0.0044,21677190.12
BTC,2018-02-26,10272.9025,9627.7163,10443.2763,9386.4863,0.067,25564134.55
BTC,2018-02-27,10903.0188,10272.9025,10953.1738,10226.8487,0.0613,21079198.67
BTC,2018-02-28,10352.0463,10903.0188,11044.1613,10222.435,-0.0505,23919658.06
BTC,2018-03-01,11100.2925,10352.0463,11165.6575,10329.06,0.0723,23172168.75
BTC,2018-03-02,11305.1225,11100.2925,11351.24,10784.2213,0.0185,24667147.38
BTC,2018-03-03,11171.8175,11305.1225,11498.415,11127.895,-0.0118,23321666.61
BTC,2018-03-04,11558.475,11171.8175,11574.9413,11067.785,0.0346,26909615.32
BTC,2018-03-05,11246.7475,11558.475,11660.2425,11182.5513,-0.027,22125683.71
BTC,2018-03-06,10735.8863,11246.7475,11323.345,10584.9588,-0.0454,24372959.73
BTC,2018-03-07,9552.7588,10735.8863,10810.4775,9468.4463,-0.1102,25517998.11
BTC,2018-03-08,8980.1925,9552.7588,10101.2813,8897.0225,-0.0599,25681575.02
BTC,2018-03-09,9251.2925,8980.1925,9413.1463,8370.7963,0.0302,26499459.57
BTC,2018-03-10,8680.6075,9251.2925,9505.2563,8474.54,-0.0617,23882229
BTC,2018-03-11,9433.4737,8680.6075,9730.0812,8588.2288,0.0867,22900767.53
BTC,2018-03-12,9047.5125,9433.4737,9885.2225,8778.2062,-0.0409,25027267.37
BTC,2018-03-13,9260.7088,9047.5125,9474.6775,8860.875,0.0236,26335882.66
BTC,2018-03-14,7895.9888,9260.7088,9260.7088,7760.5313,-0.1474,25845151.93
BTC,2018-03-15,8039.6025,7895.9888,8413.1113,7676.5188,0.0182,23555075.18
BTC,2018-03-16,8206.555,8039.6025,8599.54,8035.64,0.0208,23555075.18
BTC,2018-03-17,7667.99,8206.555,8342.135,7559.2638,-0.0656,25517998.11
BTC,2018-03-18,8189.4913,7667.99,8434.9275,7335.5725,0.068,24372959.73
BTC,2018-03-19,8597.3375,8189.4913,8702.465,8130.24,0.0498,25990711.3
BTC,2018-03-20,9028.2975,8597.3375,9050.5163,8324.2613,0.0501,26679206.96
BTC,2018-03-21,9023.7175,9028.2975,9159.9013,8765.57,-0.0005,21859737.32
BTC,2018-03-22,8411.6525,9023.7175,9045.4425,8347.285,-0.0678,26162835.21
BTC,2018-03-23,8881.9863,8411.6525,8970.6612,8296.3263,0.0559,24613719.97
BTC,2018-03-24,8548.8125,8881.9863,9000.4438,8462.9038,-0.0375,22892480.81
BTC,2018-03-25,8429.3312,8548.8125,8660.4875,8370.4888,-0.014,26851330.88
BTC,2018-03-26,7854.6375,8429.3312,8476.9688,7826.0138,-0.0682,23236728.64
BTC,2018-03-27,7863.255,7854.6375,8130.4488,7744.8213,0.0011,25818587.38
BTC,2018-03-28,7866.36,7863.255,8096.0163,7814.895,0.0004,26162835.21
BTC,2018-03-29,6861.325,7866.36,7868.8325,6686.85,-0.1278,23236728.64
BTC,2018-03-30,6970.3638,6861.325,7266.065,6593.7363,0.0159,26162835.21
BTC,2018-03-31,6926.875,6970.3638,7213.5038,6796.8213,-0.0062,27884074.37
BTC,2018-04-01,6986.835,6926.875,7023.0875,6443.2013,0.0087,22031861.23
BTC,2018-04-02,7182.12,6986.835,7194.8425,6854.6238,0.028,28274794.22
BTC,2018-04-03,7295.89,7182.12,7506.6775,7182.12,0.0158,27227579.62
BTC,2018-04-04,6769.4838,7295.89,7385.7088,6583.8538,-0.0722,28449329.98
BTC,2018-04-05,6766.5925,6769.4838,6918.6975,6630.9025,-0.0004,25656757.72
BTC,2018-04-06,6854.9213,6766.5925,6892.4938,6513.1025,0.0131,27227579.62
BTC,2018-04-07,6964.4325,6854.9213,7050.4963,6783.2863,0.016,24085935.81
BTC,2018-04-08,7125.5388,6964.4325,7159.98,6897.75,0.0231,31416438.02
BTC,2018-04-09,6789.2675,7125.5388,7170.76,6616.5713,-0.0472,28100258.45
BTC,2018-04-10,6824.4938,6789.2675,6878.0838,6659.51,0.0052,25656757.72
BTC,2018-04-11,6941.6388,6824.4938,6964.0825,6807.4375,0.0172,28623865.75
BTC,2018-04-12,7823.5588,6941.6388,8055.2013,6766.37,0.127,28100258.45
BTC,2018-04-13,8040.8813,7823.5588,8218.7038,7767.7988,0.0278,26878508.08
BTC,2018-04-14,8083.5738,8040.8813,8174.6988,7882.1425,0.0053,28798401.52
BTC,2018-04-15,8160.4125,8083.5738,8407.7175,8060.4688,0.0095,26146926.52
BTC,2018-04-16,8030.57,8160.4125,8162.8075,7909.1413,-0.0159,31109116.95
BTC,2018-04-17,7937.61,8030.57,8151.0975,7834.4,-0.0116,26910340.43
BTC,2018-04-18,8188.7188,7937.61,8253.8863,7886.1775,0.0316,30918263.48
BTC,2018-04-19,8333.8137,8188.7188,8380.2512,8104.8788,0.0177,30536556.52
BTC,2018-04-20,8866.67,8333.8137,8930.43,8221.2538,0.0639,33971919.13
BTC,2018-04-21,8830.0588,8866.67,9021.07,8615.6763,-0.0041,26146926.52
BTC,2018-04-22,8868.1612,8830.0588,9009.82,8761.8838,0.0043,30345703.04
BTC,2018-04-23,9191.82,8868.1612,9220.9675,8818.7588,0.0365,30536556.52
BTC,2018-04-24,9373.3025,9191.82,9746.8175,9191.82,0.0197,29200582.17
BTC,2018-04-25,8807.515,9373.3025,9514.4138,8662.285,-0.0604,30345703.04
BTC,2018-04-26,9153.6413,8807.515,9303.0187,8660.8675,0.0393,23474977.82
BTC,2018-04-27,9144.3838,9153.6413,9372.3838,8873.6517,-0.001,26910340.43
BTC,2018-04-28,9444.1425,9144.3838,9536.64,9085.2237,0.0328,28391145.89
BTC,2018-04-29,9268.7175,9444.1425,9472.4975,9182.6775,-0.0186,25592018.83
BTC,2018-04-30,8949.8762,9268.7175,9344.8913,8883.5875,-0.0344,31590148.24
BTC,2018-05-01,9029.4788,8949.8762,9134.9525,8842.0325,0.0089,30990335.3
BTC,2018-05-02,9228.8525,9029.4788,9262.3263,9025.1863,0.0221,31590148.24
BTC,2018-05-03,9572.6988,9228.8525,9790.9425,9162.1863,0.0373,27991270.6
BTC,2018-05-04,9817.5975,9572.6988,9855.6288,9572.6988,0.0256,30190584.71
BTC,2018-05-05,9845.5438,9817.5975,9954.9538,9700.9063,0.0028,27591395.3
BTC,2018-05-06,9326.7613,9845.5438,9869.65,9229.7488,-0.0527,32189961.18
BTC,2018-05-07,9424.9912,9326.7613,9454.9188,9188.6588,0.0105,27391457.65
BTC,2018-05-08,9039.0288,9424.9912,9426.52,9003.135,-0.041,29990647.07
BTC,2018-05-09,9327.05,9039.0288,9360.41,8975.9737,0.0319,27791332.95
BTC,2018-05-10,8920.2563,9327.05,9383.295,8874.54,-0.0436,31990023.54
BTC,2018-05-11,8408.3588,8920.2563,9002.49,8350.1288,-0.0574,30790397.65
BTC,2018-05-12,8442.2388,8408.3588,8642.8025,8220.5175,0.004,26161151.17
BTC,2018-05-13,8398.8625,8442.2388,8758.5812,8343.305,-0.0051,33988897.19
BTC,2018-05-14,8711.3888,8398.8625,8878.945,8296.1413,0.0372,30487010.81
BTC,2018-05-15,8159.2563,8711.3888,8835.5125,8110.3263,-0.0634,27191117.75
BTC,2018-05-16,8360.2288,8159.2563,8458.5263,8146.6825,0.0246,30075024.18
BTC,2018-05-17,7996.8213,8360.2288,8373.2237,7931.4288,-0.0435,36872803.62
BTC,2018-05-18,8237.3425,7996.8213,8273.5375,7972.5875,0.0301,27191117.75
BTC,2018-05-19,8250.395,8237.3425,8392.7713,8154.1463,0.0016,30487010.81
BTC,2018-05-20,8493.1313,8250.395,8582.8025,8230.21,0.0294,31722970.71
BTC,2018-05-21,8324.025,8493.1313,8566.1375,8260.7813,-0.0199,29663037.55
BTC,2018-05-22,7951.5138,8324.025,8344.7237,7866.7288,-0.0448,32340950.66
BTC,2018-05-23,7614.9638,7951.5138,7951.8025,7442.2415,-0.0423,31104990.76
BTC,2018-05-24,7599.9525,7614.9638,7721.8313,7272.645,-0.002,33370917.24
BTC,2018-05-25,7436.835,7599.9525,7651.1055,7335.3008,-0.0215,30616246.32
BTC,2018-05-26,7296.7963,7436.835,7617.8453,7226.65,-0.0188,37681533.93
BTC,2018-05-27,7383.2175,7296.7963,7431.44,7251.02,0.0118,34684139.19
BTC,2018-05-28,7118.4238,7383.2175,7386.68,7043.2824,-0.0359,35112338.44
BTC,2018-05-29,7491.6113,7118.4238,7562.3667,7051.9578,0.0524,33399541.44
BTC,2018-05-30,7363.2763,7491.6113,7541.0958,7282.1837,-0.0171,29759847.82
BTC,2018-05-31,7490.6213,7540.8105,7614.0639,7361.565,0.0173,37253334.68
BTC,2018-06-01,7518.3333,7494.0655,7599.1805,7393.2876,0.0037,36396936.18
BTC,2018-06-02,7630.4034,7516.6126,7696.5429,7450.698,0.0149,35540537.68
BTC,2018-06-03,7716.1451,7638.232,7774.8293,7600.2639,0.0112,32543142.94
BTC,2018-06-04,7505.5893,7706.6398,7760.1783,7451.5239,-0.0273,34898238.81
BTC,2018-06-05,7624.188,7505.5893,7671.3076,7361.0026,0.0158,39180231.3
BTC,2018-06-06,7500.2127,7605.4448,7674.1886,7498.207,-0.0163,42980660.1
BTC,2018-06-07,7624.92,7685.14,7698.19,7558.4,0.0166,36103754.49
BTC,2018-06-08,7531.98,7632.52,7683.58,7531.98,-0.0122,35121339.4
BTC,2018-06-09,6786.02,7499.55,7699.55,6709.07,-0.099,35612546.94
BTC,2018-06-10,6906.92,6799.29,6910.18,6706.63,0.0178,35121339.4
BTC,2018-06-11,6780.3408,6680.2169,6798.6629,6673.1237,-0.0183,31191679.05
BTC,2018-06-12,6525.3292,6870.4103,6907.5025,6465.0761,-0.0376,34384528.08
BTC,2018-06-13,6321.656,6525.0964,6599.7196,6154.3501,-0.0312,35612546.94
BTC,2018-06-14,6601.3242,6296.3269,6671.7887,6270.4453,0.0442,35121339.4
BTC,2018-06-15,6397.4412,6632.4462,6642.5182,6396.94,-0.0309,37577377.12
BTC,2018-06-16,6529.544,6397.4412,6544.6149,6329.19,0.0206,37577377.12
BTC,2018-06-17,6482.8687,6491.9683,6555.9438,6431.0892,-0.0071,40770226.16
BTC,2018-06-18,6711.6497,6442.5285,6772.2492,6382.4427,0.0353,38559792.21
BTC,2018-06-19,6731.7101,6706.6268,6808.1663,6669.8436,0.003,40279018.61
BTC,2018-06-20,6736.8677,6735.937,6806.3634,6569.9067,0.0008,39122596.14
BTC,2018-06-21,6729.9259,6760.2551,6787.4241,6682.9362,-0.001,39122596.14
BTC,2018-06-22,6099.4453,6729.4987,6729.9006,5987.7684,-0.0937,42908653.83
BTC,2018-06-23,6198.7008,6041.926,6313.565,6019.834,0.0163,38112980.76
BTC,2018-06-24,6142.3926,6198.0404,6257.1167,5796.4925,-0.0091,40384615.37
BTC,2018-06-25,6244.3285,6146.2799,6321.1358,6090.15,0.0166,43161057.68
BTC,2018-06-26,6148.4227,6237.5096,6267.872,6101.7312,-0.0154,39627403.83
BTC,2018-06-27,6140.1915,6153.0255,6160.8931,6004.1811,-0.0013,36850961.53
BTC,2018-06-28,5954.5266,6143.8517,6185.0444,5913.0126,-0.0302,30540865.37
BTC,2018-06-29,6189.3093,5952.9887,6226.6767,5809.87,0.0394,39627403.83
BTC,2018-06-30,6343.8922,6185.1037,6449.8921,6137.9559,0.025,38112980.76
BTC,2018-07-01,6373.2779,6393.2234,6445.8312,6258.3466,0.0046,35588942.3
BTC,2018-07-02,6629.7496,6373.185,6682.7575,6269.9237,0.0402,37103365.37
BTC,2018-07-03,6482.8306,6614.4193,6678.1956,6471.6909,-0.0222,37594816.26
BTC,2018-07-04,6589.6328,6511.02,6788.3075,6415.4963,0.0165,30929068.69
BTC,2018-07-05,6538.6824,6590.0034,6699.79,6460.2762,-0.0077,35728406.94
BTC,2018-07-06,6596.228,6491.162,6636.4018,6443.169,0.0088,36528296.65
BTC,2018-07-07,6570.4276,6580.3146,6621.1026,6501.4593,-0.0039,42660784.4
BTC,2018-07-08,6744.9887,6570.4271,6800.0153,6570.4058,0.0266,41594264.79
BTC,2018-07-09,6694.5309,6744.9887,6798.9598,6667.49,-0.0075,42127524.6
BTC,2018-07-10,6364.3876,6694.5309,6701.5492,6326.4929,-0.0493,36261666.74
BTC,2018-07-11,6360.4467,6296.9817,6400.5796,6271.5929,-0.0006,39727855.48
BTC,2018-07-12,6144.8101,6374.9746,6375.0684,6126.0297,-0.0339,35995036.84
BTC,2018-07-13,6230.4557,6243.6912,6335.603,6126.8898,0.0139,37594816.26
BTC,2018-07-14,6254.6781,6254.799,6323.0383,6182.0837,0.0039,38128076.06
BTC,2018-07-15,6366.3499,6254.6781,6398.4682,6230.8489,0.0179,35461777.04
BTC,2018-07-16,6671.6259,6356.1089,6709.1598,6335.1232,0.048,35461777.04
BTC,2018-07-17,7315.551,6727.4563,7379.2347,6658.4087,0.0965,31995588.3
BTC,2018-07-18,7359.737,7316.1477,7581.5707,7245.3031,0.006,40931868.49
BTC,2018-07-19,7484.6397,7359.737,7557.5131,7282.7728,0.017,44793365.52
BTC,2018-07-20,7357.4457,7484.6397,7697.0053,7281.4065,-0.017,44021066.11
BTC,2018-07-21,7424.7342,7337.2821,7456.4644,7215.327,0.0091,39644702.82
BTC,2018-07-22,7411.2005,7424.5035,7571.7405,7341.5232,-0.0018,35268339.52
BTC,2018-07-23,7730.2475,7400.4647,7805.4912,7374.2514,0.043,46852830.6
BTC,2018-07-24,8325.8015,7730.2482,8359.3195,7695.9828,0.077,42733900.44
BTC,2018-07-25,8271.5979,8320.1599,8486.0117,8056.0186,-0.0065,40931868.49
BTC,2018-07-26,7925.2474,8269.5323,8313.1267,7914.6009,-0.0419,45565664.92
BTC,2018-07-27,8254.2773,7933.1253,8277.7037,7801.0094,0.0415,42476467.3
BTC,2018-07-28,8184.6955,8182.375,8233.4821,8063.3261,-0.0084,42991333.57
BTC,2018-07-29,8201.8901,8184.6961,8292.5157,8119.7133,0.0021,37327804.6
BTC,2018-07-30,8166.3884,8215.216,8274.5338,7862.0743,-0.0043,50277183.1
BTC,2018-07-31,7700.8341,8166.6884,8198.4846,7666.2909,-0.057,39630250.21
BTC,2018-08-01,7588.5862,7732.3473,7751.8777,7440.2415,-0.0146,43474975.98
BTC,2018-08-02,7547.315,7589.3749,7698.4871,7460.295,-0.0054,44362220.38
BTC,2018-08-03,7423.0744,7527.0404,7533.6673,7271.2025,-0.0165,45249464.79
BTC,2018-08-04,7396.0411,7423.0751,7501.316,7359.2368,-0.0036,49094190.56
BTC,2018-08-05,7411.5153,7395.6225,7413.1308,7386.0621,0.0021,52051671.92
BTC,2018-08-06,7402.3366,7411.5153,7417.4087,7401.3751,-0.0012,47319701.74
BTC,2018-08-07,6748.4415,7402.3366,7412.2875,6678.2856,-0.0883,38743005.8
BTC,2018-08-08,6460.1532,6721.4351,6750.4083,6396.0883,-0.0427,44657968.52
BTC,2018-08-09,6482.9734,6460.1537,6483.4981,6455.9907,0.0035,46432457.33
BTC,2018-08-10,6092.5331,6482.9687,6494.0164,6008.8549,-0.0602,44066472.25
BTC,2018-08-11,6391.5993,6101.8565,6473.2717,5982.2156,0.0491,52051671.92
BTC,2018-08-12,6338.739,6392.9727,6450.7243,6147.7605,-0.0083,53994493.05
BTC,2018-08-13,6260.193,6338.7389,6532.599,6150.2248,-0.0124,49230273.08
BTC,2018-08-14,6123.4476,6256.8441,6285.5577,5884.7793,-0.0218,47642199.75
BTC,2018-08-15,6332.6069,6186.9712,6587.318,6180.2554,0.0342,43195594.44
BTC,2018-08-16,6273.8881,6332.6069,6467.8625,6210.1614,-0.0093,51135961.07
BTC,2018-08-17,6566.5953,6277.0418,6572.9311,6259.39,0.0467,50183117.07
BTC,2018-08-18,6396.9464,6559.6938,6616.6768,6300.115,-0.0258,48277429.08
BTC,2018-08-19,6516.6684,6391.0863,6539.9647,6302.2074,0.0187,50818346.4
BTC,2018-08-20,6299.3953,6516.7726,6523.4861,6280.3263,-0.0333,46054126.43
BTC,2018-08-21,6470.7336,6252.3289,6494.665,6240.9019,0.0272,47642199.75
BTC,2018-08-22,6355.8818,6470.0745,6882.8359,6250.6538,-0.0177,47006970.42
BTC,2018-08-23,6503.8324,6360.217,6559.2795,6347.0795,0.0233,50818346.4
BTC,2018-08-24,6675.3607,6525.5267,6711.4937,6456.7988,0.0264,47324585.09
BTC,2018-08-25,6725.0323,6683.3545,6781.0759,6657.3875,0.0074,48824180.03
BTC,2018-08-26,6689.8227,6725.0323,6776.8964,6570.7298,-0.0052,45145645.91
BTC,2018-08-27,6756.6289,6702.392,6768.3055,6646.168,0.01,57853309.21
BTC,2018-08-28,7084.2936,6753.3105,7126.7305,6739.1907,0.0485,61866255.51
