Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Percentage Change,Hash Rate
BTC,2015-11-28,356.806,354.954,360.147,351.863,0.0052,538645.2861
BTC,2015-11-29,375.204,356.806,379.609,355.128,0.0516,527800.079
BTC,2015-11-30,377.798,375.204,382.494,369.342,0.0069,567565.8383
BTC,2015-12-01,352.128,377.798,379.199,348.112,-0.0679,542260.3551
BTC,2015-12-02,366.788,352.128,367.107,350.559,0.0416,694093.2545
BTC,2015-12-03,358.443,366.788,370.8,355.428,-0.0228,531415.148
BTC,2015-12-04,369.956,358.443,371.182,356.879,0.0321,520569.9409
BTC,2015-12-05,394.861,369.956,396.643,369.407,0.0673,607331.5977
BTC,2015-12-06,391.618,394.861,402.296,383.673,-0.0082,621791.8738
BTC,2015-12-07,395.593,391.618,399.844,387.778,0.0102,621791.8738
BTC,2015-12-08,421.424,395.593,421.833,389.585,0.0653,593762.3031
BTC,2015-12-09,415.076,421.424,423.909,405.313,-0.0151,625219.9086
BTC,2015-12-10,421.813,415.076,422.774,411.285,0.0162,695999.5209
BTC,2015-12-11,467.831,421.813,470.883,420.681,0.1091,770711.3338
BTC,2015-12-12,435.091,467.831,467.887,408.909,-0.07,688135.1195
BTC,2015-12-13,437.021,435.091,442.473,422.064,0.0044,656677.514
BTC,2015-12-14,453.676,437.021,457.457,436.742,0.0381,585897.9018
BTC,2015-12-15,445.805,453.676,465.651,445.805,-0.0173,692067.3202
BTC,2015-12-16,451.102,445.805,462.524,440.205,0.0119,758914.7318
BTC,2015-12-17,456.425,451.102,458.46,451.019,0.0118,660609.7147
BTC,2015-12-18,464.218,456.425,466.462,454.518,0.0171,625219.9086
BTC,2015-12-19,460.238,464.218,465.848,453.312,-0.0086,629152.1093
BTC,2015-12-20,435.641,460.238,461.011,425.026,-0.0534,720030.5864
BTC,2015-12-21,438.276,435.641,445.533,432.993,0.006,785065.6071
BTC,2015-12-22,437.994,438.276,443.225,433.775,-0.0006,715385.2278
BTC,2015-12-23,456.572,437.994,456.858,437.705,0.0424,654995.5657
BTC,2015-12-24,455.743,456.572,459.841,452.263,-0.0018,766484.1726
BTC,2015-12-25,447.606,455.743,458.668,445.523,-0.0179,692158.4347
BTC,2015-12-26,419.338,447.606,448.524,406.388,-0.0632,622478.0553
BTC,2015-12-27,427.817,419.338,429.09,414.186,0.0202,864036.7037
BTC,2015-12-28,422.741,427.817,428.734,417.229,-0.0119,905844.9313
BTC,2015-12-29,431.029,422.741,434.219,419.159,0.0196,747902.7381
BTC,2015-12-30,424.962,431.029,433.368,421.192,-0.0141,706094.5105
BTC,2015-12-31,432.358,424.962,433.033,417.699,0.0174,803647.0416
BTC,2016-01-01,433.773,432.358,436.187,427.317,0.0033,743604.4442
BTC,2016-01-02,431.985,433.773,435.739,429.768,-0.0041,697129.1664
BTC,2016-01-03,431.691,431.985,432.417,424.152,-0.0007,707457.0059
BTC,2016-01-04,433.732,431.691,435.151,430.595,0.0047,769424.0429
BTC,2016-01-05,427.164,433.732,433.935,426.171,-0.0151,903685.9565
BTC,2016-01-06,441.021,427.164,443.528,426.602,0.0324,841718.9194
BTC,2016-01-07,457.168,441.021,463.954,439.454,0.0366,702293.0862
BTC,2016-01-08,452.368,457.168,457.583,447.388,-0.0105,743604.4442
BTC,2016-01-09,445.327,452.368,452.732,444.22,-0.0156,903685.9565
BTC,2016-01-10,450.312,445.327,451.436,441.187,0.0112,821063.2404
BTC,2016-01-11,446.614,450.312,450.541,443.258,-0.0082,877866.3577
BTC,2016-01-12,431.156,446.614,447.731,422.105,-0.0346,877866.3577
BTC,2016-01-13,431.41,431.156,433.668,424.143,0.0006,908849.8762
BTC,2016-01-14,416.29,431.41,432.253,413.981,-0.035,862135.5394
BTC,2016-01-15,372.737,416.29,417.842,358.766,-0.1046,743803.2105
BTC,2016-01-16,383.138,372.737,390.801,353.276,0.0279,693089.3552
BTC,2016-01-17,380.817,383.138,387.229,378.263,-0.0061,783247.3201
BTC,2016-01-18,382.738,380.817,387.476,374.485,0.005,783247.3201
BTC,2016-01-19,378.775,382.738,386.638,374.217,-0.0104,986102.7412
BTC,2016-01-20,417.439,378.775,424.651,378.007,0.1021,839596.0482
BTC,2016-01-21,403.271,417.439,420.34,402.98,-0.0339,822691.4298
BTC,2016-01-22,388.219,403.271,403.685,374.138,-0.0373,755072.9561
BTC,2016-01-23,388.538,388.219,394.496,381.191,0.0008,929754.0131
BTC,2016-01-24,397.885,388.538,405.799,387.458,0.0241,1008642.232
BTC,2016-01-25,390.715,397.885,400.997,386.522,-0.018,935388.8859
BTC,2016-01-26,392.389,390.715,397.57,388.027,0.0043,974832.9956
BTC,2016-01-27,381.356,392.389,396.568,377.095,-0.0281,978569.9154
BTC,2016-01-28,369.133,381.356,384.499,363.642,-0.0321,918901.0182
BTC,2016-01-29,376.952,369.133,384.489,368.704,0.0212,883099.6798
BTC,2016-01-30,378.174,376.952,380.699,375.427,0.0032,1014371.254
BTC,2016-01-31,372.157,378.174,379.529,364.288,-0.0159,1056139.482
BTC,2016-02-01,372.453,372.157,378.518,369.019,0.0008,1068073.261
BTC,2016-02-02,372.762,372.453,374.829,369.263,0.0008,1050172.592
BTC,2016-02-03,370.433,372.762,373.793,366.316,-0.0062,978569.9154
BTC,2016-02-04,386.954,370.433,391.268,370.408,0.0446,1038238.813
BTC,2016-02-05,377.889,386.954,390.194,376.942,-0.0234,1103874.6
BTC,2016-02-06,376.44,377.889,378.577,370.602,-0.0038,1074040.151
BTC,2016-02-07,376.924,376.44,379.561,372.885,0.0013,1139675.938
BTC,2016-02-08,372.434,376.924,378.688,370.769,-0.0119,1303860.281
BTC,2016-02-09,374.764,372.434,376.286,370.953,0.0063,1153414.864
BTC,2016-02-10,379.186,374.764,383.564,374.649,0.0118,1210727.404
BTC,2016-02-11,378.576,379.186,379.992,373.217,-0.0016,1210727.404
BTC,2016-02-12,388.87,378.576,388.87,378.576,0.0272,1375500.956
BTC,2016-02-13,397.23,388.87,398.059,387.492,0.0215,1139086.729
BTC,2016-02-14,405.621,397.23,410.239,395.046,0.0211,1096102.325
BTC,2016-02-15,401.663,405.621,407.002,395.481,-0.0098,1289532.147
BTC,2016-02-16,407.017,401.663,408.124,399.795,0.0133,1060281.987
BTC,2016-02-17,417.492,407.017,421.021,407.015,0.0257,1067446.055
BTC,2016-02-18,421.956,417.492,424.982,416.505,0.0107,1002969.447
BTC,2016-02-19,422.054,421.956,422.311,415.684,0.0002,1289532.147
BTC,2016-02-20,439.61,422.054,443.183,421.577,0.0416,1129682.78
BTC,2016-02-21,436.14,439.61,448.29,427,-0.0079,1284099.851
BTC,2016-02-22,438.745,436.14,440.698,433.182,0.006,1024028.995
BTC,2016-02-23,419.896,438.745,439.18,415.613,-0.043,1056537.852
BTC,2016-02-24,422.617,419.896,427.026,411.124,0.0065,1097173.923
BTC,2016-02-25,421.244,422.617,424.816,418.189,-0.0032,999647.3525
BTC,2016-02-26,433.401,421.244,434.766,420.017,0.0289,1178446.066
BTC,2016-02-27,425.502,433.401,433.677,422.074,-0.0182,1219082.137
BTC,2016-02-28,438.28,425.502,439.049,424.357,0.03,1064665.066
BTC,2016-02-29,436.426,438.28,441.655,433.788,-0.0042,1210954.923
BTC,2016-03-01,434.001,436.426,436.426,428.502,-0.0056,1097173.923
BTC,2016-03-02,419.254,434.001,434.309,417.05,-0.034,1040283.424
BTC,2016-03-03,421.597,419.254,423.522,415.639,0.0056,1275972.637
BTC,2016-03-04,407.722,421.597,422.57,401.662,-0.0329,1080919.495
BTC,2016-03-05,397.883,407.722,408.953,388.958,-0.0241,1235336.566
BTC,2016-03-06,407.276,397.883,409.721,395.766,0.0236,1292227.065
BTC,2016-03-07,414.213,407.276,415.512,405.127,0.017,1094688.803
BTC,2016-03-08,410.739,414.213,415.091,408.481,-0.0084,1220696.147
BTC,2016-03-09,411.672,410.739,413.784,409.594,0.0023,1055311.508
BTC,2016-03-10,416.708,411.672,416.972,411.124,0.0122,1299450.738
BTC,2016-03-11,415.04,416.708,421.933,414.407,-0.004,1267948.902
BTC,2016-03-12,411.637,415.04,415.96,407.299,-0.0082,1283699.82
BTC,2016-03-13,414.208,411.637,416.025,411.434,0.0062,1031685.131
BTC,2016-03-14,416.034,414.208,416.441,412.911,0.0044,1189194.311
BTC,2016-03-15,414.167,416.034,417.124,412.6,-0.0045,1197069.77
BTC,2016-03-16,417.138,414.167,417.207,413.796,0.0072,1197069.77
BTC,2016-03-17,417.154,417.138,419.506,416.736,0,1338828.033
BTC,2016-03-18,407.473,417.154,417.662,403.622,-0.0232,1063186.967
BTC,2016-03-19,409.24,407.473,411.364,403.345,0.0043,1135311.137
BTC,2016-03-20,407.496,409.24,412.431,407.132,-0.0043,1110630.46
BTC,2016-03-21,415.125,407.496,415.141,406.931,0.0187,1242260.737
BTC,2016-03-22,417.318,415.125,417.716,415.125,0.0053,1036588.429
BTC,2016-03-23,415.837,417.318,418.55,415.663,-0.0035,1225806.952
BTC,2016-03-24,414.757,415.837,416.808,412.841,-0.0026,1242260.737
BTC,2016-03-25,416.851,414.757,417.319,413.923,0.005,1242260.737
BTC,2016-03-26,416.233,416.851,417.068,414.838,-0.0015,1192899.383
BTC,2016-03-27,424.297,416.233,427.001,416.233,0.0194,1209353.168
BTC,2016-03-28,423.597,424.297,425.042,421.45,-0.0016,1258714.521
BTC,2016-03-29,414.613,423.597,423.847,407.878,-0.0212,1168218.706
BTC,2016-03-30,414.458,414.613,415.618,409.191,-0.0004,1398571.69
BTC,2016-03-31,416.012,414.458,416.938,413.381,0.0037,1308075.875
BTC,2016-04-01,418.785,416.012,420.895,414.09,0.0067,1028361.537
BTC,2016-04-02,418.94,418.785,419.83,418.467,0.0004,1136310.019
BTC,2016-04-03,418.593,418.94,419.61,417.203,-0.0008,1244135.057
BTC,2016-04-04,422.044,418.593,422.197,417.412,0.0082,1219252.356
BTC,2016-04-05,422.295,422.044,423.242,420.426,0.0006,1360254.329
BTC,2016-04-06,420.553,422.295,422.649,420.247,-0.0041,1235840.823
BTC,2016-04-07,421.616,420.553,422.011,418.746,0.0025,1285606.226
BTC,2016-04-08,415.751,421.616,423.563,413.156,-0.0139,1210958.122
BTC,2016-04-09,418.078,415.751,418.555,415.496,0.0056,1169486.954
BTC,2016-04-10,421.192,418.078,421.869,418.05,0.0074,1343665.862
BTC,2016-04-11,426.383,421.192,426.383,419.383,0.0123,1443196.666
BTC,2016-04-12,426.844,426.383,427.787,424.382,0.0011,1252429.291
BTC,2016-04-13,425.494,426.844,426.91,422.92,-0.0032,1260723.524
BTC,2016-04-14,426.279,425.494,426.536,423.098,0.0018,1302194.693
BTC,2016-04-15,429.775,426.279,429.991,424.707,0.0082,1465554.23
BTC,2016-04-16,430.453,429.775,432.996,429.508,0.0016,1287911.293
BTC,2016-04-17,429.318,430.453,430.639,426.267,-0.0026,1270147
BTC,2016-04-18,428.522,429.318,430.08,427.169,-0.0019,1358968.468
BTC,2016-04-19,435.926,428.522,437.109,428.081,0.0173,1199089.825
BTC,2016-04-20,443.758,435.926,445.291,435.79,0.018,1332322.028
BTC,2016-04-21,446.776,443.758,452.802,441.301,0.0068,1465554.23
BTC,2016-04-22,447.233,446.776,449.685,443.913,0.001,1341204.175
BTC,2016-04-23,455.152,447.233,457.138,445.715,0.0177,1270147
BTC,2016-04-24,458.626,455.152,460.972,450.29,0.0076,1279029.147
BTC,2016-04-25,464.429,458.626,469.281,455.962,0.0127,1172443.384
BTC,2016-04-26,466.064,464.429,470.161,462.439,0.0035,1128032.65
BTC,2016-04-27,441.304,466.064,468.483,435.282,-0.0531,1341204.175
BTC,2016-04-28,446.236,441.304,450.647,438.484,0.0112,1145796.944
BTC,2016-04-29,454.375,446.236,456.891,446.224,0.0182,1207843.183
BTC,2016-04-30,449.108,454.375,455.235,447.838,-0.0116,1403229.58
BTC,2016-05-01,453.067,449.108,453.502,448.94,0.0088,1296655.182
BTC,2016-05-02,443.681,453.067,453.227,439.894,-0.0207,1376585.981
BTC,2016-05-03,449.157,443.681,451.443,443.681,0.0123,1394348.38
BTC,2016-05-04,447.74,449.157,450.233,445.438,-0.0032,1341061.181
BTC,2016-05-05,447.586,447.74,449.468,445.826,-0.0003,1492041.579
BTC,2016-05-06,458.864,447.586,462.76,447.347,0.0252,1385467.181
BTC,2016-05-07,459.937,458.864,461.735,457.963,0.0023,1438754.38
BTC,2016-05-08,458.708,459.937,460.48,456.154,-0.0027,1332179.981
BTC,2016-05-09,460.954,458.708,464.21,457.138,0.0049,1447635.58
BTC,2016-05-10,454.394,460.954,461.213,447.757,-0.0142,1536447.578
BTC,2016-05-11,451.155,454.394,454.938,450.832,-0.0071,1403229.58
BTC,2016-05-12,453.701,451.155,455.123,447.731,0.0056,1284309.113
BTC,2016-05-13,456.039,453.701,457.038,452.391,0.0052,1342247.87
BTC,2016-05-14,456.093,456.039,456.477,453.834,0.0001,1467781.843
BTC,2016-05-15,457.641,456.093,458.873,455.325,0.0034,1390530.167
BTC,2016-05-16,454.278,457.641,457.927,451.33,-0.0073,1342247.87
BTC,2016-05-17,454.064,454.278,454.812,452.3,-0.0005,1361560.789
BTC,2016-05-18,453.494,454.064,455.734,453.243,-0.0013,1361560.789
BTC,2016-05-19,440.231,453.494,454.078,435.616,-0.0292,1487094.762
BTC,2016-05-20,442.953,440.231,444.075,439.43,0.0062,1168431.599
BTC,2016-05-21,442.892,442.953,443.711,439.292,-0.0001,1438812.464
BTC,2016-05-22,440.551,442.892,443.15,437.996,-0.0053,1361560.789
BTC,2016-05-23,444.489,440.551,444.756,440.551,0.0089,1776788.547
BTC,2016-05-24,447.035,444.489,447.07,443.761,0.0057,1747819.168
BTC,2016-05-25,448.278,447.035,449.979,446.784,0.0028,1456454.923
BTC,2016-05-26,467.262,448.278,472.481,448.076,0.0423,1377192.07
BTC,2016-05-27,489.847,467.262,490.246,467.262,0.0483,1357376.357
BTC,2016-05-28,516.051,489.847,531.697,489.847,0.0535,1377192.07
BTC,2016-05-29,529.917,516.051,545.764,508.123,0.0269,1317744.93
BTC,2016-05-30,537.233,529.917,541.783,525.332,0.0138,1456454.923
BTC,2016-05-31,528.05,537.233,546.853,519.93,-0.0171,1436639.21
BTC,2016-06-01,538.568,528.05,543.628,527.587,0.0199,1258297.79
BTC,2016-06-02,537.185,538.568,541.056,532.686,-0.0026,1426731.353
BTC,2016-06-03,571.139,537.185,576.778,536.706,0.0632,1367284.213
BTC,2016-06-04,579.343,571.139,591.028,563.155,0.0144,1406915.64
BTC,2016-06-05,578.849,579.343,582.309,568.327,-0.0009,1179034.937
BTC,2016-06-06,585.399,578.849,590.983,578.555,0.0113,1694243.482
BTC,2016-06-07,576.226,585.399,588.682,565.165,-0.0157,1684335.625
BTC,2016-06-08,580.436,576.226,583.989,573.546,0.0073,1406915.64
BTC,2016-06-09,574.953,580.436,581.569,572.042,-0.0094,1403462.34
BTC,2016-06-10,583.87,574.953,585.454,573.667,0.0155,1608133.931
BTC,2016-06-11,633.205,583.87,634.269,582.311,0.0845,1403462.34
BTC,2016-06-12,682.226,633.205,685.275,628.09,0.0774,1520417.535
BTC,2016-06-13,695.155,682.226,719.847,673.396,0.019,1422954.872
BTC,2016-06-14,685.442,695.155,695.763,661.601,-0.014,1569148.866
BTC,2016-06-15,732.357,685.442,732.692,673.249,0.0684,1296253.41
BTC,2016-06-16,773.25,732.357,776.642,725.895,0.0558,1500925
BTC,2016-06-17,736.386,773.25,773.505,709.688,-0.0477,1452193.67
BTC,2016-06-18,747.831,736.386,781.309,733.813,0.0155,1452193.67
BTC,2016-06-19,758.903,747.831,765.929,742.566,0.0148,1549656.33
BTC,2016-06-20,702.696,758.903,763.019,683.746,-0.0741,1725089.12
BTC,2016-06-21,657.013,702.696,713.289,631.724,-0.065,1598387.66
BTC,2016-06-22,581.249,657.013,677.105,551.916,-0.1153,1551383.97
BTC,2016-06-23,657.09,581.249,658.44,560.331,0.1305,1343144.51
BTC,2016-06-24,687.168,657.09,692.544,637.721,0.0458,1457676.21
BTC,2016-06-25,657.224,687.168,688.808,644.874,-0.0436,1353556.48
BTC,2016-06-26,644.091,657.224,659.692,615.775,-0.02,1728387.51
BTC,2016-06-27,655.944,644.091,661.353,626.161,0.0184,1530560.02
BTC,2016-06-28,634.357,655.944,656.006,624.768,-0.0329,1530560.02
BTC,2016-06-29,635.093,634.357,642.485,627.687,0.0012,1551383.97
BTC,2016-06-30,683.293,635.093,684.652,634.987,0.0759,1520148.05
BTC,2016-07-01,678.567,683.293,684.804,668.777,-0.0069,1561795.94
BTC,2016-07-02,690.179,678.567,704.423,677.1638,0.0171,1634679.75
BTC,2016-07-03,670.741,690.179,694.597,646.745,-0.0282,1551383.97
BTC,2016-07-04,679.351,670.741,682.394,667.5,0.0128,1603443.84
BTC,2016-07-05,676.872,679.351,679.466,662.218,-0.0036,1601825.83
BTC,2016-07-06,671.814,676.872,680.231,666.93,-0.0075,1538177.12
BTC,2016-07-07,640.476,671.814,672.906,611.258,-0.0466,1485136.53
BTC,2016-07-08,654.853,640.476,665.749,636.278,0.0224,1463920.3
BTC,2016-07-09,649.356,654.853,661.762,626.869,-0.0084,1538177.12
BTC,2016-07-10,656.747,649.356,660.439,639.618,0.0114,1580609.59
BTC,2016-07-11,648.136,656.747,658.507,644.754,-0.0131,1654866.42
BTC,2016-07-12,663.443,648.136,675.067,646.54,0.0236,1516960.89
BTC,2016-07-13,654.018,663.443,668.759,651.567,-0.0142,1516960.89
BTC,2016-07-14,663.638,654.018,665.291,651.486,0.0147,1379055.35
BTC,2016-07-15,666.565,663.638,668.235,662.091,0.0044,1506352.77
BTC,2016-07-16,665.113,666.565,666.944,658.252,-0.0022,1432095.94
BTC,2016-07-17,681.239,665.113,681.599,663.809,0.0242,1665474.54
BTC,2016-07-18,673.832,681.239,682.19,667.444,-0.0109,1580609.59
BTC,2016-07-19,673.008,673.832,674.756,667.426,-0.0012,1581302.69
BTC,2016-07-20,662.034,673.008,673.852,659.693,-0.0163,1358434.53
BTC,2016-07-21,666.747,662.034,667.197,662.034,0.0071,1591915.46
BTC,2016-07-22,654.725,666.747,667.058,645.154,-0.018,1411498.38
BTC,2016-07-23,654.895,654.725,656.438,648.758,0.0003,1369047.3
BTC,2016-07-24,660.284,654.895,663.918,652.583,0.0082,1390272.84
BTC,2016-07-25,655.418,660.284,661.306,653.128,-0.0074,1337208.99
BTC,2016-07-26,650.829,655.418,656.728,644.65,-0.007,1400885.61
BTC,2016-07-27,656.916,650.829,659.51,647.925,0.0094,1369047.3
BTC,2016-07-28,655.427,656.916,658.631,654.161,-0.0023,1358434.53
BTC,2016-07-29,656.681,655.427,658.253,654.385,0.0019,1453949.46
BTC,2016-07-30,635.588,656.681,658.283,634.849,-0.0321,1560077.15
BTC,2016-07-31,621.373,635.588,639.382,616.048,-0.0224,1262919.6
BTC,2016-08-01,601.227,621.373,627.068,600.741,-0.0324,1634366.54
BTC,2016-08-02,555.926,601.227,608.707,484.5913,-0.0753,1623753.77
BTC,2016-08-03,578.5237,555.926,583.28,549.404,0.0406,1555605.72
BTC,2016-08-04,570.3388,578.5237,582.6513,560.745,-0.0141,1686075.87
BTC,2016-08-05,574.8738,570.3388,579.3425,567.5488,0.008,1535533.39
BTC,2016-08-06,588.5163,574.8738,592.3713,567.57,0.0237,1696112.04
BTC,2016-08-07,589.6613,588.5163,597.4013,584.4538,0.0019,1676039.71
BTC,2016-08-08,586.715,589.6613,593.3025,584.82,-0.005,1485352.56
BTC,2016-08-09,585.2388,586.715,589.6925,583.0912,-0.0025,1495388.72
BTC,2016-08-10,594.8163,585.2388,599.8563,584.3063,0.0164,1254520.74
BTC,2016-08-11,581.9625,594.8163,597.4775,581.95,-0.0216,1525497.22
BTC,2016-08-12,584.8738,581.9625,589.5988,581.8625,0.005,1505424.89
BTC,2016-08-13,581.65,584.8738,589.0888,580.3125,-0.0055,1495388.72
BTC,2016-08-14,571.9625,581.65,583.6775,563.7963,-0.0167,1645931.21
BTC,2016-08-15,567.6075,571.9625,574.4025,560.2025,-0.0076,1645931.21
BTC,2016-08-16,575.5413,567.6075,580.5113,565.4538,0.014,1577645.9
BTC,2016-08-17,572.3725,575.5413,578.2938,568.4788,-0.0055,1469587.96
BTC,2016-08-18,573.0163,572.3725,576.1638,571.3438,0.0011,1329112.64
BTC,2016-08-19,573.08,573.0163,575.8913,571.5438,0.0001,1664092.25
BTC,2016-08-20,581.3538,573.08,582.855,572.7375,0.0144,1664092.25
BTC,2016-08-21,579.6675,581.3538,583.9475,579.0213,-0.0029,1685703.84
BTC,2016-08-22,585.5075,579.6675,586.1838,578.4525,0.0101,1761344.39
BTC,2016-08-23,577.9875,585.5075,586.7188,577.5237,-0.0128,1718121.22
BTC,2016-08-24,574.5825,577.9875,580.3763,573.3312,-0.0059,1588451.69
BTC,2016-08-25,575.0625,574.5825,576.4963,573.095,0.0008,1653286.46
BTC,2016-08-26,575.3425,575.0625,578.635,574.7388,0.0005,1404753.2
BTC,2016-08-27,568.7888,575.3425,575.3425,566.45,-0.0114,1426364.78
BTC,2016-08-28,574.4975,568.7888,575.3638,568.3688,0.01,1556034.31
BTC,2016-08-29,571.9413,574.4975,574.685,571.2338,-0.0044,1642480.66
BTC,2016-08-30,573.7813,571.9413,576.8825,571.36,0.0032,1635101.52
BTC,2016-08-31,572.96,573.7813,573.845,570.8013,-0.0014,1810682.89
BTC,2016-09-01,570.1,572.96,572.96,568.8575,-0.005,1481467.82
BTC,2016-09-02,572.5213,570.1,575.26,569.3,0.0042,1547310.83
BTC,2016-09-03,596.4538,572.5213,599.6025,572.42,0.0418,1678996.86
BTC,2016-09-04,606.0525,596.4538,612.3937,596.0113,0.0161,1382703.3
BTC,2016-09-05,604.465,606.0525,607.9363,600.4388,-0.0026,1964316.59
BTC,2016-09-06,609.4325,604.465,611.45,604.295,0.0082,1536337
BTC,2016-09-07,613.675,609.4325,615.3238,607.25,0.007,1492441.65
BTC,2016-09-08,623.6,613.675,628.7488,613.1338,0.0162,1668023.03
BTC,2016-09-09,620.5988,623.6,624.105,617.5425,-0.0048,1580232.34
BTC,2016-09-10,622.0338,620.5988,624.32,620.4025,0.0023,1569258.5
BTC,2016-09-11,604.8275,622.0338,628.5025,595.4288,-0.0277,1700944.53
BTC,2016-09-12,607.0363,604.8275,607.9763,603.085,0.0037,1799709.05
BTC,2016-09-13,606.885,607.0363,608.9475,605.1688,-0.0002,1829872.71
BTC,2016-09-14,606.8975,606.885,609.6263,606.7825,0,1863551.35
BTC,2016-09-15,605.5213,606.8975,608.4713,604.6625,-0.0023,1751289.22
BTC,2016-09-16,606.0463,605.5213,608.54,604.9963,0.0009,1728836.79
BTC,2016-09-17,605.08,606.0463,606.825,603.46,-0.0016,1571669.81
BTC,2016-09-18,609.3725,605.08,609.5862,604.6387,0.0071,1829872.71
BTC,2016-09-19,606.7175,609.3725,609.7375,606.1675,-0.0044,1627800.88
BTC,2016-09-20,595.9338,606.7175,608.4363,590.8663,-0.0178,1493086.32
BTC,2016-09-21,596.225,595.9338,596.9263,593.3913,0.0005,1717610.58
BTC,2016-09-22,595.0175,596.225,596.5463,593.7488,-0.002,1863551.35
BTC,2016-09-23,602.4075,595.0175,602.6138,594.5263,0.0124,1582896.02
BTC,2016-09-24,601.3688,602.4075,603.545,599.6313,-0.0017,1526764.96
BTC,2016-09-25,598.9075,601.3688,601.9775,597.65,-0.0041,1874777.56
BTC,2016-09-26,605.0175,598.9075,607.5513,598.4788,0.0102,2230413.26
BTC,2016-09-27,602.885,605.0175,607.3175,601.3937,-0.0035,1834694.78
BTC,2016-09-28,603.5812,602.885,604.315,602.2737,0.0012,2026558.28
BTC,2016-09-29,604.5213,603.5812,606.0237,602.4838,0.0016,1774737.43
BTC,2016-09-30,610.5838,604.5213,611.3937,603.4825,0.01,1714780.09
BTC,2016-10-01,613.2375,610.5838,615.09,610.57,0.0043,1702788.62
BTC,2016-10-02,611.8887,613.2375,613.38,608.275,-0.0022,1882660.65
BTC,2016-10-03,609.495,611.8887,612.6138,608.6325,-0.0039,1690797.15
BTC,2016-10-04,608.125,609.495,610.1575,607.6813,-0.0022,1822703.31
BTC,2016-10-05,610.57,608.125,612.785,607.9113,0.004,1894652.12
BTC,2016-10-06,610.2338,610.57,611.6125,609.8025,-0.0006,2002575.35
BTC,2016-10-07,617.445,610.2338,617.445,609.8412,0.0118,1930626.53
BTC,2016-10-08,614.5963,617.445,618.4575,614.5838,-0.0046,1726771.55
BTC,2016-10-09,615.9163,614.5963,616.0663,614.095,0.0021,2171858.8
BTC,2016-10-10,618.3275,615.9163,618.3575,613.8225,0.0039,2056197.68
BTC,2016-10-11,637.2162,618.3275,640.8987,618.3275,0.0305,1606404.44
BTC,2016-10-12,637.7363,637.2162,638.9013,634.0663,0.0008,1786321.73
BTC,2016-10-13,635.8838,637.7363,637.7538,633.8163,-0.0029,1863429.15
BTC,2016-10-14,638.975,635.8838,639.65,631.96,0.0049,1644958.14
BTC,2016-10-15,638.605,638.975,639.9813,636.0538,-0.0006,1747768.03
BTC,2016-10-16,636.635,638.605,641.1525,636.5862,-0.0031,1824875.44
BTC,2016-10-17,637.0163,636.635,638.6263,635.8625,0.0006,1670660.61
BTC,2016-10-18,634.605,637.0163,637.7637,632.7675,-0.0038,1606404.44
BTC,2016-10-19,626.3688,634.605,636.3625,625.2763,-0.013,1991941.5
BTC,2016-10-20,629.6125,626.3688,629.91,626.3663,0.0052,1619255.67
BTC,2016-10-21,630.6188,629.6125,632.3013,628.1013,0.0016,1722065.56
BTC,2016-10-22,650.895,630.6188,654.8,630.4425,0.0322,2107602.62
BTC,2016-10-23,647.6938,650.895,653.4938,645.92,-0.0049,1878507.28
BTC,2016-10-24,652.235,647.6938,652.8412,645.4938,0.007,1815470.12
BTC,2016-10-25,657.0563,652.235,658.8675,646.6925,0.0074,1802862.69
BTC,2016-10-26,684.3775,657.0563,685.2138,656.3913,0.0416,1752432.96
BTC,2016-10-27,684.2975,684.3775,686.73,678.0213,-0.0001,1752432.96
BTC,2016-10-28,700.135,684.2975,701.0125,681.4213,0.0231,2042403.89
BTC,2016-10-29,704.91,700.135,718.7338,692.21,0.0068,1916329.57
BTC,2016-10-30,693.8963,704.91,709.9875,682.0838,-0.0156,1878507.28
BTC,2016-10-31,708.955,693.8963,710.4413,693.4425,0.0217,2130655.91
BTC,2016-11-01,725.6925,708.955,735.8275,707.8325,0.0236,1853292.41
BTC,2016-11-02,741.8488,725.6925,744.0188,719.6325,0.0223,1815470.12
BTC,2016-11-03,701.2188,741.8488,744.8938,673.7313,-0.0548,1676788.37
BTC,2016-11-04,702.175,701.2188,706.3,687.9738,0.0014,1966759.3
BTC,2016-11-05,705.4788,702.175,706.4213,696.6625,0.0047,1462462.04
BTC,2016-11-06,705.4713,705.4788,714.5588,699.865,0,1885928.48
BTC,2016-11-07,706.1338,705.4713,707.5888,700.03,0.0009,1949214.67
BTC,2016-11-08,728.3613,706.1338,729.0725,701.9975,0.0315,1847956.77
BTC,2016-11-09,719.2525,728.3613,738.985,717.0788,-0.0125,2139073.24
BTC,2016-11-10,714.5713,719.2525,719.3438,707.995,-0.0065,1860614.01
BTC,2016-11-11,715.7725,714.5713,718.2725,713.0675,0.0017,2126416.01
BTC,2016-11-12,694.7213,715.7725,715.7725,693.5675,-0.0294,2063129.82
BTC,2016-11-13,704.6213,694.7213,704.65,686.0225,0.0143,2126416.01
BTC,2016-11-14,711.3963,704.6213,713.0725,698.5175,0.0096,1809985.05
BTC,2016-11-15,710.9275,711.3963,716.215,709.3275,-0.0007,2177044.96
BTC,2016-11-16,745.9263,710.9275,746.3638,710.6725,0.0492,1974529.15
